Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
North America,Madagascar,Office Supplies,Online,C,3/17/2023,990462815.0,8812.0,618.24,498.38,5447930.88,4391724.56,1056206.32
Australia and Oceania,Australia,Baby Food,Offline,M,5/26/2022,813040912.0,5728.0,257.74,160.95,1476334.72,921921.6,554413.12
North America,Tanzania,Personal Care,Online,C,3/3/2020,746759450.0,1571.0,80.44,55.77,126371.24,87614.67,38756.57
Europe,United Kingdom,Cereal,Online,M,10/1/2017,985417258.0,5720.0,200.77,114.3,1148404.4,653796.0,494608.4
Europe,Serbia,Cereal,Offline,M,6/15/2019,443125665.0,9586.0,197.33,112.34,1891605.38,1076891.24,814714.14
North America,Seychelles ,Vegetables,Offline,C,4/18/2019,804308497.0,1613.0,158.59,93.61,255805.67,150992.93,104812.74
Central America and the Caribbean,Honduras,Cosmetics,Online,H,12/4/2019,673702085.0,2273.0,460.68,277.47,1047125.64,630689.31,416436.33
Asia,Sri Lanka,Fruits,Offline,L,4/9/2023,526355254.0,9071.0,9.76,7.24,88532.96,65674.04,22858.92
Central America and the Caribbean,Dominican Republic,Clothes,Offline,L,10/3/2016,457629334.0,1544.0,107.69,35.32,166273.36,54534.08,111739.28
North America,Central African Republic,Cereal,Offline,H,10/19/2019,633198153.0,6260.0,197.33,112.34,1235285.8,703248.4,532037.4
Australia and Oceania,New Zealand,Office Supplies,Offline,H,3/2/2022,839048039.0,1815.0,643.16,518.47,1167335.4,941023.05,226312.35
Europe,Belgium,Beverages,Online,L,6/23/2020,931477820.0,3841.0,48.74,32.65,187210.34,125408.65,61801.69
Europe,United Kingdom,Personal Care,Offline,H,12/23/2019,387098824.0,9999.0,88.84,61.6,888311.16,615938.4,272372.76
North America,Niger,Meat,Online,L,3/16/2021,552834880.0,4981.0,418.24,361.54,2083253.44,1800830.74,282422.7
Europe,Denmark,Meat,Offline,M,8/12/2018,595922315.0,5510.0,391.97,338.82,2159754.7,1866898.2,292856.5
Europe,Slovakia,Office Supplies,Online,M,3/23/2022,653909957.0,5342.0,643.16,518.47,3435760.72,2769666.74,666093.98
North America,Burundi,Beverages,Online,M,10/31/2020,484659135.0,263.0,48.74,32.65,12818.62,8586.95,4231.67
North America,Burkina Faso,Snacks,Online,H,3/25/2023,816343677.0,3090.0,167.26,106.82,516833.4,330073.8,186759.6
Asia,Turkmenistan,Personal Care,Online,M,2/16/2016,197449910.0,8671.0,82.74,57.37,717438.54,497455.27,219983.27
Asia,Myanmar,Snacks,Offline,L,3/27/2018,846776664.0,8887.0,163.56,104.45,1453557.72,928247.15,525310.57
Europe,Serbia,Beverages,Offline,H,8/11/2018,103435266.0,7648.0,51.81,34.71,396242.88,265462.08,130780.8
Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,Online,H,9/25/2020,776849544.0,5898.0,9.38,6.96,55323.24,41050.08,14273.16
North America,Guinea-Bissau,Baby Food,Offline,L,7/28/2023,796755826.0,6609.0,271.86,169.77,1796722.74,1122009.93,674712.81
Europe,Sweden,Meat,Offline,L,12/12/2022,863202941.0,9787.0,397.98,344.02,3895030.26,3366923.74,528106.52
Europe,Cyprus,Clothes,Offline,M,3/8/2020,396552217.0,7468.0,117.99,38.7,881149.32,289011.6,592137.72
Asia,Taiwan,Beverages,Offline,C,1/4/2023,687477481.0,8719.0,43.24,28.97,377009.56,252589.43,124420.13
North America,Benin,Snacks,Online,H,2/1/2019,846965062.0,4638.0,154.99,98.98,718843.62,459069.24,259774.38
Middle East and North Africa,Afghanistan,Personal Care,Online,M,7/3/2020,956313788.0,3356.0,80.44,55.77,269956.64,187164.12,82792.52
Central America and the Caribbean,Haiti,Clothes,Offline,H,4/4/2017,717134988.0,5034.0,109.51,35.92,551273.34,180821.28,370452.06
Europe,United Kingdom,Cosmetics,Offline,M,5/6/2023,801352488.0,6864.0,399.45,240.59,2741824.8,1651409.76,1090415.04
Middle East and North Africa,Libya,Office Supplies,Offline,M,2/11/2021,601202619.0,8070.0,681.53,549.4,5499947.1,4433658.0,1066289.1
Europe,Luxembourg,Fruits,Online,H,10/7/2017,479234206.0,4906.0,9.88,7.33,48471.28,35960.98,12510.3
North America,The Gambia,Baby Food,Offline,L,9/13/2016,418308579.0,5659.0,250.04,156.15,1414976.36,883652.85,531323.51
Middle East and North Africa,Turkey,Cosmetics,Offline,L,1/12/2023,471599566.0,5647.0,399.45,240.59,2255694.15,1358611.73,897082.42
North America,Mauritania,Baby Food,Online,H,10/18/2017,312593495.0,2217.0,235.67,147.18,522480.39,326298.06,196182.33
North America,Democratic Republic of the Congo,Snacks,Offline,M,8/5/2023,585089194.0,9749.0,167.26,106.82,1630617.74,1041388.18,589229.56
Middle East and North Africa,Egypt,Snacks,Online,C,10/20/2017,653197991.0,4656.0,139.94,89.37,651560.64,416106.72,235453.92
North America,Djibouti,Cereal,Online,C,5/12/2019,851343715.0,379.0,197.33,112.34,74788.07,42576.86,32211.21
North America,South Sudan,Household,Offline,C,7/27/2017,234262692.0,2391.0,718.44,540.27,1717790.04,1291785.57,426004.47
Europe,Romania,Meat,Offline,M,2/19/2016,627003753.0,3199.0,452.67,391.29,1448091.33,1251736.71,196354.62
Middle East and North Africa,Syria,Vegetables,Offline,C,11/6/2019,774928224.0,7337.0,158.59,93.61,1163574.83,686816.57,476758.26
Europe,France,Fruits,Offline,C,3/12/2021,393709933.0,6373.0,9.73,7.21,62009.29,45949.33,16059.96
North America,Mauritius ,Household,Online,C,9/20/2023,619335210.0,3906.0,632.31,475.5,2469802.86,1857303.0,612499.86
Asia,Kyrgyzstan,Office Supplies,Online,M,5/27/2021,858102881.0,566.0,681.53,549.4,385745.98,310960.4,74785.58
Europe,Latvia,Beverages,Offline,L,2/20/2022,136624276.0,9014.0,48.07,32.2,433302.98,290250.8,143052.18
Europe,United Kingdom,Clothes,Online,L,9/3/2016,251823222.0,8942.0,107.69,35.32,962963.98,315831.44,647132.54
Asia,India,Fruits,Online,H,12/20/2023,820936048.0,2074.0,9.76,7.24,20242.24,15015.76,5226.48
North America,Zambia,Snacks,Online,M,12/17/2019,631511580.0,7165.0,154.99,98.98,1110503.35,709191.7,401311.65
Asia,India,Household,Online,C,5/20/2016,791411149.0,5001.0,725.57,545.63,3628575.57,2728695.63,899879.94
Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,Online,M,10/24/2023,678808581.0,3399.0,43.24,28.97,146972.76,98469.03,48503.73
Australia and Oceania,Fiji,Household,Online,C,8/8/2017,192190206.0,2208.0,718.44,540.27,1586315.52,1192916.16,393399.36
Europe,Macedonia,Baby Food,Offline,H,4/1/2020,200354850.0,8307.0,236.58,147.74,1965270.06,1227276.18,737993.88
Sub-Saharan Africa,United States of America,Clothes,Offline,H,1/7/2017,292413842.0,609.0,109.51,35.92,66691.59,21875.28,44816.31
Asia,Vietnam,Beverages,Offline,C,10/1/2022,127791011.0,5055.0,48.07,32.2,242993.85,162771.0,80222.85
Australia and Oceania,Australia,Cereal,Online,L,1/22/2021,786222684.0,9619.0,204.35,116.34,1965642.65,1119074.46,846568.19
Australia and Oceania,Tuvalu,Cosmetics,Online,C,7/21/2021,717757689.0,9305.0,418.06,251.8,3890048.3,2342999.0,1547049.3
Europe,Germany,Meat,Offline,H,5/2/2021,692757356.0,1151.0,418.24,361.54,481394.24,416132.54,65261.7
Europe,Liechtenstein,Baby Food,Offline,L,10/12/2018,651895511.0,9223.0,262.74,164.08,2423251.02,1513309.84,909941.18
Europe,Lithuania,Clothes,Offline,C,6/26/2022,156158483.0,9620.0,112.02,36.74,1077632.4,353438.8,724193.6
Asia,Japan,Office Supplies,Offline,L,8/6/2023,636845099.0,5472.0,618.24,498.38,3383009.28,2727135.36,655873.92
North America,Sierra Leone,Cosmetics,Offline,H,6/23/2019,445566689.0,1940.0,460.68,277.47,893719.2,538291.8,355427.4
North America,Nigeria,Vegetables,Offline,H,10/7/2016,704247081.0,1216.0,148.02,87.37,179992.32,106241.92,73750.4
North America,Madagascar,Beverages,Online,L,9/27/2022,355122601.0,7524.0,48.07,32.2,361678.68,242272.8,119405.88
Australia and Oceania,Papua New Guinea,Cereal,Online,M,3/29/2023,210742080.0,2119.0,200.03,113.88,423863.57,241311.72,182551.85
Europe,Serbia,Snacks,Offline,C,11/18/2019,703966844.0,8288.0,154.99,98.98,1284557.12,820346.24,464210.88
North America,Senegal,Cosmetics,Online,C,7/26/2021,537970721.0,6346.0,418.06,251.8,2653008.76,1597922.8,1055085.96
Europe,Slovenia,Household,Offline,L,2/11/2021,736240041.0,8644.0,680.42,511.68,5881550.48,4422961.92,1458588.56
Middle East and North Africa,Iraq,Office Supplies,Online,H,10/9/2023,592573630.0,4560.0,618.24,498.38,2819174.4,2272612.8,546561.6
Central America and the Caribbean,Haiti,Snacks,Online,L,4/7/2016,821082818.0,5507.0,141.5,90.37,779240.5,497667.59,281572.91
North America,Sierra Leone,Household,Offline,L,5/1/2021,406191432.0,9926.0,680.42,511.68,6753848.92,5078935.68,1674913.24
North America,Uganda,Office Supplies,Online,H,11/25/2022,652635800.0,8291.0,643.16,518.47,5332439.56,4298634.77,1033804.79
Asia,Myanmar,Meat,Offline,H,6/24/2022,235464751.0,8107.0,397.98,344.02,3226423.86,2788970.14,437453.72
North America,Angola,Fruits,Offline,M,1/23/2021,150039613.0,8910.0,9.73,7.21,86694.3,64241.1,22453.2
Middle East and North Africa,Yemen,Cosmetics,Offline,M,12/1/2022,562034213.0,7268.0,465.35,280.28,3382163.8,2037075.04,1345088.76
Europe,Montenegro,Cosmetics,Online,C,5/22/2023,357434880.0,1779.0,399.45,240.59,710621.55,428009.61,282611.94
Asia,Myanmar,Household,Offline,H,8/29/2022,292540442.0,8073.0,685.69,515.64,5535575.37,4162761.72,1372813.65
Asia,Indonesia,Meat,Online,H,11/5/2016,743962228.0,3811.0,452.67,391.29,1725125.37,1491206.19,233919.18
Europe,Russia,Clothes,Offline,H,8/15/2023,358624064.0,3685.0,119.17,39.08,439141.45,144009.8,295131.65
Europe,Spain,Vegetables,Online,M,11/12/2017,103762280.0,4419.0,157.9,93.19,697760.1,411806.61,285953.49
Central America and the Caribbean,El Salvador,Cereal,Online,H,8/8/2023,116925704.0,9769.0,200.03,113.88,1954093.07,1112493.72,841599.35
Asia,Uzbekistan,Household,Online,C,8/16/2019,155975663.0,5520.0,675.75,508.17,3730140.0,2805098.4,925041.6
North America,Sudan,Clothes,Online,M,9/22/2018,949085986.0,4489.0,109.01,35.75,489345.89,160481.75,328864.14
Europe,Slovenia,Baby Food,Offline,M,3/12/2019,144743001.0,1525.0,279.84,174.76,426756.0,266509.0,160247.0
Asia,Brunei,Baby Food,Online,M,8/3/2018,861745536.0,8509.0,262.74,164.08,2235654.66,1396156.72,839497.94
Europe,Iceland,Beverages,Online,L,2/11/2021,439204919.0,9350.0,49.88,33.42,466378.0,312477.0,153901.0
North America,Zambia,Office Supplies,Offline,L,2/6/2023,786544978.0,4993.0,618.24,498.38,3086872.32,2488411.34,598460.98
North America,Namibia,Meat,Online,C,2/4/2017,733502042.0,8409.0,436.35,377.19,3669267.15,3171790.71,497476.44
North America,Ethiopia,Personal Care,Online,C,6/29/2020,980124938.0,9605.0,80.44,55.77,772626.2,535670.85,236955.35
Middle East and North Africa,Azerbaijan,Personal Care,Online,M,1/12/2019,946774995.0,615.0,88.84,61.6,54636.6,37884.0,16752.6
Australia and Oceania,Nauru,Clothes,Offline,H,6/17/2020,124126040.0,509.0,117.99,38.7,60056.91,19698.3,40358.61
North America,Zambia,Beverages,Online,H,6/5/2018,323164403.0,383.0,51.81,34.71,19843.23,13293.93,6549.3
Middle East and North Africa,Lebanon,Cereal,Online,L,1/8/2019,725188910.0,8369.0,197.33,112.34,1651454.77,940173.46,711281.31
North America,Swaziland,Beverages,Online,M,10/26/2023,131810891.0,4627.0,43.24,28.97,200071.48,134044.19,66027.29
Europe,Malta,Fruits,Offline,C,2/3/2016,114954173.0,6349.0,8.62,6.39,54728.38,40570.11,14158.27
Middle East and North Africa,Afghanistan,Personal Care,Online,C,6/26/2022,966855084.0,2760.0,89.69,62.19,247544.4,171644.4,75900.0
North America,Liberia,Clothes,Offline,L,1/17/2023,350062453.0,114.0,119.17,39.08,13585.38,4455.12,9130.26
Australia and Oceania,Solomon Islands,Baby Food,Online,L,3/8/2021,947437608.0,6697.0,230.66,144.04,1544730.02,964635.88,580094.14
North America,Cote d'Ivoire,Beverages,Online,C,6/8/2022,112154376.0,7827.0,48.07,32.2,376243.89,252029.4,124214.49
Australia and Oceania,Kiribati,Household,Offline,M,12/25/2020,217699086.0,852.0,660.77,496.9,562976.04,423358.8,139617.24
North America,Zambia,Clothes,Offline,C,4/11/2018,107870566.0,153.0,109.01,35.75,16678.53,5469.75,11208.78
North America,Namibia,Cereal,Online,C,6/2/2022,946780145.0,2139.0,213.22,121.39,456077.58,259653.21,196424.37
Middle East and North Africa,Yemen,Cereal,Online,H,1/22/2016,368851649.0,255.0,201.4,114.66,51357.0,29238.3,22118.7
North America,Cape Verde,Office Supplies,Online,L,10/13/2020,128821408.0,9972.0,699.12,563.58,6971624.64,5620019.76,1351604.88
Australia and Oceania,Samoa ,Vegetables,Offline,L,8/2/2017,251738250.0,3797.0,157.9,93.19,599546.3,353842.43,245703.87
North America,Rwanda,Meat,Online,M,10/26/2018,382963502.0,6265.0,391.97,338.82,2455692.05,2122707.3,332984.75
Europe,Norway,Beverages,Offline,L,12/22/2018,238170993.0,8944.0,51.81,34.71,463388.64,310446.24,152942.4
North America,Mozambique,Baby Food,Offline,M,3/6/2023,953347051.0,5433.0,271.86,169.77,1477015.38,922360.41,554654.97
Europe,Italy,Clothes,Online,M,4/2/2018,134790503.0,6360.0,109.01,35.75,693303.6,227370.0,465933.6
Europe,Montenegro,Vegetables,Online,H,3/30/2019,409112679.0,4388.0,158.59,93.61,695892.92,410760.68,285132.24
North America,Cameroon,Personal Care,Offline,L,11/24/2022,873237407.0,9209.0,89.69,62.19,825955.21,572707.71,253247.5
North America,Djibouti,Household,Offline,C,6/15/2023,244401013.0,2546.0,632.31,475.5,1609861.26,1210623.0,399238.26
Sub-Saharan Africa,United States of America,Cereal,Online,C,7/28/2019,910152328.0,3154.0,197.33,112.34,622378.82,354320.36,268058.46
Asia,Brunei,Beverages,Online,H,12/25/2022,378352677.0,1820.0,48.07,32.2,87487.4,58604.0,28883.4
Europe,Italy,Meat,Offline,H,7/19/2019,727175891.0,6360.0,394.44,340.96,2508638.4,2168505.6,340132.8
North America,Mozambique,Household,Offline,M,11/27/2020,955108296.0,6624.0,660.77,496.9,4376940.48,3291465.6,1085474.88
North America,South Africa,Clothes,Offline,L,11/2/2020,130948722.0,9492.0,117.99,38.7,1119961.08,367340.4,752620.68
Australia and Oceania,Papua New Guinea,Office Supplies,Online,M,10/3/2023,543808495.0,3873.0,618.24,498.38,2394443.52,1930225.74,464217.78
Australia and Oceania,Marshall Islands,Household,Offline,H,5/10/2021,953111445.0,5712.0,680.42,511.68,3886559.04,2922716.16,963842.88
Europe,Sweden,Cosmetics,Online,L,10/26/2018,638593900.0,2981.0,419.34,252.57,1250052.54,752911.17,497141.37
North America,Ghana,Snacks,Online,C,5/2/2023,750304687.0,685.0,167.26,106.82,114573.1,73171.7,41401.4
North America,Cote d'Ivoire,Baby Food,Online,H,6/3/2022,258605134.0,5861.0,257.74,160.95,1510614.14,943327.95,567286.19
North America,Guinea,Office Supplies,Offline,M,6/20/2018,904169070.0,2575.0,601.4,484.81,1548605.0,1248385.75,300219.25
Middle East and North Africa,Iraq,Office Supplies,Offline,L,1/23/2022,447982823.0,6927.0,643.16,518.47,4455169.32,3591441.69,863727.63
Central America and the Caribbean,Nicaragua,Meat,Offline,M,5/9/2020,321345221.0,2047.0,397.31,343.45,813293.57,703042.15,110251.42
North America,Burkina Faso,Beverages,Online,H,9/13/2016,675867593.0,3095.0,43.95,29.44,136025.25,91116.8,44908.45
Europe,Albania,Beverages,Offline,H,4/28/2019,833473765.0,2264.0,47.12,31.57,106679.68,71474.48,35205.2
Middle East and North Africa,United Arab Emirates,Household,Online,L,5/6/2022,636400067.0,3777.0,685.69,515.64,2589851.13,1947572.28,642278.85
North America,South Africa,Cosmetics,Offline,L,3/9/2017,897195327.0,8890.0,439.75,264.87,3909377.5,2354694.3,1554683.2
Middle East and North Africa,Saudi Arabia,Office Supplies,Online,M,1/10/2019,248720872.0,888.0,640.48,516.31,568746.24,458483.28,110262.96
North America,Seychelles ,Meat,Online,L,8/20/2017,994150531.0,89.0,436.35,377.19,38835.15,33569.91,5265.24
Middle East and North Africa,Afghanistan,Baby Food,Offline,L,12/18/2018,556970632.0,8842.0,262.74,164.08,2323147.08,1450795.36,872351.72
North America,Uganda,Beverages,Offline,M,9/9/2018,930980002.0,6526.0,51.81,34.71,338112.06,226517.46,111594.6
North America,Mali,Clothes,Online,M,2/14/2023,130289971.0,4553.0,119.17,39.08,542581.01,177931.24,364649.77
Australia and Oceania,Fiji,Fruits,Online,M,4/8/2020,739324367.0,1364.0,9.38,6.96,12794.32,9493.44,3300.88
Middle East and North Africa,Turkey,Clothes,Online,M,10/12/2018,462819516.0,7435.0,109.01,35.75,810489.35,265801.25,544688.1
Asia,Thailand,Baby Food,Online,C,8/4/2016,675824248.0,268.0,250.04,156.15,67010.72,41848.2,25162.52
North America,Madagascar,Baby Food,Offline,L,4/8/2022,573699891.0,9402.0,257.74,160.95,2423271.48,1513251.9,910019.58
North America,Uganda,Office Supplies,Offline,C,12/8/2018,322120273.0,1402.0,601.4,484.81,843162.8,679703.62,163459.18
Australia and Oceania,Solomon Islands,Cosmetics,Online,H,1/31/2023,607071721.0,4868.0,399.45,240.59,1944522.6,1171192.12,773330.48
Australia and Oceania,Marshall Islands,Personal Care,Online,L,10/1/2017,384853065.0,5429.0,81.65,56.61,443277.85,307335.69,135942.16
Central America and the Caribbean,Guatemala,Personal Care,Offline,M,10/5/2023,932075631.0,747.0,88.17,61.14,65862.99,45671.58,20191.41
Middle East and North Africa,Iran,Fruits,Online,H,7/5/2020,895663249.0,5514.0,9.38,6.96,51721.32,38377.44,13343.88
North America,Djibouti,Vegetables,Offline,C,8/3/2017,342852246.0,6453.0,157.9,93.19,1018928.7,601355.07,417573.63
North America,Guinea,Beverages,Online,M,6/14/2023,311191451.0,7321.0,43.24,28.97,316560.04,212089.37,104470.67
Central America and the Caribbean,Saint Vincent and the Grenadines,Meat,Online,L,11/20/2018,558542191.0,3901.0,391.97,338.82,1529074.97,1321736.82,207338.15
Middle East and North Africa,Algeria,Beverages,Offline,C,9/12/2016,913078296.0,9013.0,43.95,29.44,396121.35,265342.72,130778.63
Australia and Oceania,Australia,Household,Online,L,9/25/2022,823286092.0,7505.0,685.69,515.64,5146103.45,3869878.2,1276225.25
Asia,Bangladesh,Fruits,Online,L,6/1/2019,707964408.0,1256.0,9.06,6.72,11379.36,8440.32,2939.04
Europe,Denmark,Cosmetics,Offline,M,7/8/2020,606224572.0,4177.0,444.24,267.57,1855590.48,1117639.89,737950.59
Middle East and North Africa,Somalia,Clothes,Offline,M,12/10/2023,627490413.0,7212.0,119.17,39.08,859454.04,281844.96,577609.08
Australia and Oceania,Marshall Islands,Cosmetics,Online,L,8/31/2020,501498258.0,3334.0,444.24,267.57,1481096.16,892078.38,589017.78
Asia,North Korea,Snacks,Offline,M,7/4/2018,928296935.0,2547.0,163.56,104.45,416587.32,266034.15,150553.17
Asia,South Korea,Household,Online,C,5/10/2018,428247773.0,6888.0,713.1,536.25,4911832.8,3693690.0,1218142.8
North America,Sao Tome and Principe,Snacks,Offline,M,5/20/2020,292024600.0,5423.0,165.45,105.66,897235.35,572994.18,324241.17
Middle East and North Africa,Oman,Fruits,Online,L,3/28/2018,530613744.0,9253.0,8.73,6.47,80778.69,59866.91,20911.78
Europe,Cyprus,Clothes,Online,H,1/6/2018,325314033.0,6506.0,109.01,35.75,709219.06,232589.5,476629.56
Middle East and North Africa,Qatar,Fruits,Online,C,4/11/2019,277736794.0,7344.0,9.06,6.72,66536.64,49351.68,17184.96
Europe,Kosovo,Meat,Offline,M,11/19/2018,159805858.0,8959.0,391.97,338.82,3511659.23,3035488.38,476170.85
Asia,Vietnam,Beverages,Online,L,4/29/2022,263757550.0,575.0,48.07,32.2,27640.25,18515.0,9125.25
Middle East and North Africa,Pakistan,Office Supplies,Offline,L,3/24/2017,952140700.0,8447.0,664.11,535.36,5609737.17,4522185.92,1087551.25
Middle East and North Africa,United Arab Emirates,Cosmetics,Offline,L,7/25/2022,407816636.0,860.0,465.35,280.28,400201.0,241040.8,159160.2
Middle East and North Africa,Turkey,Snacks,Online,H,9/27/2016,483959186.0,3133.0,141.5,90.37,443319.5,283129.21,160190.29
Asia,Thailand,Personal Care,Online,C,1/25/2017,854054677.0,2613.0,81.65,56.61,213351.45,147921.93,65429.52
Middle East and North Africa,Bahrain,Snacks,Online,C,1/3/2021,361901938.0,3681.0,142.54,91.03,524689.74,335081.43,189608.31
Sub-Saharan Africa,United States of America,Household,Offline,H,12/9/2019,171612298.0,2747.0,675.75,508.17,1856285.25,1395942.99,460342.26
North America,Sierra Leone,Cosmetics,Offline,L,10/21/2020,617609584.0,3255.0,444.24,267.57,1446001.2,870940.35,575060.85
Central America and the Caribbean,Costa Rica,Office Supplies,Online,M,11/24/2016,754630124.0,678.0,641.44,517.08,434896.32,350580.24,84316.08
Sub-Saharan Africa,Mexico,Office Supplies,Offline,C,7/3/2019,607722747.0,7521.0,640.48,516.31,4817050.08,3883167.51,933882.57
Europe,Switzerland,Snacks,Online,H,4/6/2018,722248780.0,8319.0,163.56,104.45,1360655.64,868919.55,491736.09
Central America and the Caribbean,Honduras,Clothes,Online,C,10/20/2022,813882052.0,4640.0,112.02,36.74,519772.8,170473.6,349299.2
North America,Togo,Personal Care,Online,H,2/9/2023,218608891.0,84.0,88.17,61.14,7406.28,5135.76,2270.52
North America,Guinea,Fruits,Offline,C,2/24/2023,142728126.0,5279.0,9.76,7.24,51523.04,38219.96,13303.08
Sub-Saharan Africa,Mexico,Baby Food,Online,C,10/28/2016,512851083.0,2887.0,250.04,156.15,721865.48,450805.05,271060.43
