,Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
1119,Central America and the Caribbean,Belize,Personal Care,Offline,H,5/17/2016,527948272,481,$82.74,$57.37,$39797.94,$27594.97,$12202.97
1120,Europe,Serbia,Vegetables,Offline,M,2/25/2019,559417665,2973,$158.59,$93.61,$471488.07,$278302.53,$193185.54
1121,Central America and the Caribbean,Cuba,Household,Online,C,8/8/2018,216431796,5833,$713.1,$536.25,$4159512.3,$3127946.25,$1031566.05
1122,Europe,Liechtenstein,Household,Online,C,8/21/2023,184976994,7658,$632.31,$475.5,$4842229.98,$3641379.0,$1200850.98
1123,North America,Senegal,Personal Care,Offline,M,4/18/2017,321352088,4079,$81.65,$56.61,$333050.35,$230912.19,$102138.16
1124,North America,Ghana,Fruits,Offline,M,5/29/2018,102168405,2756,$8.73,$6.47,$24059.88,$17831.32,$6228.56
1125,Europe,Cyprus,Beverages,Online,M,12/8/2019,874349772,8383,$47.12,$31.57,$395006.96,$264651.31,$130355.65
1126,Central America and the Caribbean,Jamaica,Vegetables,Online,H,11/27/2017,905132520,7681,$157.9,$93.19,$1212829.9,$715792.39,$497037.51
1127,Middle East and North Africa,Afghanistan,Vegetables,Offline,H,10/5/2020,332065474,4408,$167.61,$98.93,$738824.88,$436083.44,$302741.44
1128,Europe,Andorra,Household,Online,H,11/15/2022,713009965,4348,$685.69,$515.64,$2981380.12,$2242002.72,$739377.4
1129,North America,Ghana,Baby Food,Offline,M,6/18/2021,976139819,319,$230.66,$144.04,$73580.54,$45948.76,$27631.78
1130,Europe,Andorra,Baby Food,Online,M,10/24/2022,569941365,7170,$257.74,$160.95,$1847995.8,$1154011.5,$693984.3
1131,North America,Sao Tome and Principe,Cereal,Online,C,6/27/2018,813213431,6781,$212.12,$120.77,$1438385.72,$818941.37,$619444.35
1132,Europe,Malta,Household,Online,H,9/9/2016,845067346,3062,$725.57,$545.63,$2221695.34,$1670719.06,$550976.28
1133,Europe,Czech Republic,Fruits,Offline,M,11/24/2020,774926936,6956,$9.38,$6.96,$65247.28,$48413.76,$16833.52
1134,North America,Guinea,Beverages,Online,L,7/4/2020,332528531,1437,$48.74,$32.65,$70039.38,$46918.05,$23121.33
1135,Europe,Hungary,Baby Food,Online,H,5/6/2017,217920958,6509,$235.67,$147.18,$1533976.03,$957994.62,$575981.41
1136,Central America and the Caribbean,Honduras,Personal Care,Offline,H,11/14/2023,751465547,4209,$88.17,$61.14,$371107.53,$257338.26,$113769.27
1137,Europe,Lithuania,Clothes,Online,C,2/6/2019,523836123,3605,$107.81,$35.36,$388655.05,$127472.8,$261182.25
1138,Europe,Ukraine,Vegetables,Online,C,11/6/2017,446019017,5794,$157.9,$93.19,$914872.6,$539942.86,$374929.74
1139,Asia,Sri Lanka,Office Supplies,Offline,H,8/13/2016,599313056,8906,$641.44,$517.08,$5712664.64,$4605114.48,$1107550.16
1140,Middle East and North Africa,United Arab Emirates,Personal Care,Online,M,7/20/2022,685329568,3104,$89.69,$62.19,$278397.76,$193037.76,$85360.0
1141,Europe,Luxembourg,Clothes,Online,H,5/14/2017,475992381,5578,$109.51,$35.92,$610846.78,$200361.76,$410485.02
1142,North America,Zambia,Meat,Offline,M,9/12/2023,263537824,5553,$421.9,$364.7,$2342810.7,$2025179.1,$317631.6
1143,Europe,Serbia,Office Supplies,Offline,C,3/1/2021,410514724,9284,$681.53,$549.4,$6327324.52,$5100629.6,$1226694.92
1144,North America,The Gambia,Beverages,Offline,M,1/12/2018,899784409,5057,$51.81,$34.71,$262003.17,$175528.47,$86474.7
1145,North America,Ethiopia,Personal Care,Online,H,7/22/2022,884520709,8189,$89.69,$62.19,$734471.41,$509273.91,$225197.5
1146,Europe,Germany,Personal Care,Offline,C,3/14/2016,938209950,6028,$82.74,$57.37,$498756.72,$345826.36,$152930.36
1147,North America,Swaziland,Fruits,Online,M,2/19/2023,804650962,2956,$9.76,$7.24,$28850.56,$21401.44,$7449.12
1148,Europe,Ukraine,Clothes,Offline,H,9/27/2022,747955071,5382,$112.02,$36.74,$602891.64,$197734.68,$405156.96
1149,North America,Mozambique,Vegetables,Offline,C,10/24/2018,202546107,6749,$151.37,$89.34,$1021596.13,$602955.66,$418640.47
1150,Europe,Andorra,Clothes,Offline,L,5/14/2021,923160398,2531,$111.52,$36.58,$282257.12,$92583.98,$189673.14
1151,North America,Equatorial Guinea,Fruits,Online,C,5/25/2017,234846770,5233,$9.88,$7.33,$51702.04,$38357.89,$13344.15
1152,Australia and Oceania,Federated States of Micronesia,Office Supplies,Offline,L,10/29/2020,482966554,9391,$699.12,$563.58,$6565435.92,$5292579.78,$1272856.14
1153,Asia,Kazakhstan,Fruits,Online,L,7/30/2020,483193576,6572,$9.38,$6.96,$61645.36,$45741.12,$15904.24
1154,Asia,Laos,Vegetables,Online,C,10/7/2019,471514165,374,$158.59,$93.61,$59312.66,$35010.14,$24302.52
1155,Europe,Monaco,Office Supplies,Online,H,10/20/2018,754227149,1429,$601.4,$484.81,$859400.6,$692793.49,$166607.11
1156,Europe,Norway,Baby Food,Offline,L,2/24/2019,357943856,2396,$279.84,$174.76,$670496.64,$418724.96,$251771.68
1157,North America,Mauritius ,Personal Care,Offline,H,7/23/2019,179588115,2969,$88.84,$61.6,$263765.96,$182890.4,$80875.56
1158,Asia,Uzbekistan,Meat,Offline,H,11/2/2019,736396253,4870,$394.44,$340.96,$1920922.8,$1660475.2,$260447.6
1159,Europe,Ireland,Cosmetics,Online,M,1/28/2017,815917098,6856,$439.75,$264.87,$3014926.0,$1815948.72,$1198977.28
1160,Europe,Monaco,Clothes,Offline,L,1/2/2017,626011979,9711,$109.51,$35.92,$1063451.61,$348819.12,$714632.49
1161,Sub-Saharan Africa,United States of America,Personal Care,Offline,L,8/16/2022,444854724,1253,$89.69,$62.19,$112381.57,$77924.07,$34457.5
1162,North America,Swaziland,Meat,Offline,L,11/13/2022,170931661,1332,$397.98,$344.02,$530109.36,$458234.64,$71874.72
1163,Australia and Oceania,Tuvalu,Household,Online,M,1/29/2019,673041617,6826,$675.75,$508.17,$4612669.5,$3468768.42,$1143901.08
1164,Europe,Bosnia and Herzegovina,Baby Food,Online,M,4/1/2023,640295922,6647,$271.86,$169.77,$1807053.42,$1128461.19,$678592.23
1165,Central America and the Caribbean,Saint Kitts and Nevis ,Vegetables,Offline,H,6/30/2023,632118403,6737,$141.08,$83.27,$950455.96,$560989.99,$389465.97
1166,North America,Cote d'Ivoire,Office Supplies,Online,L,7/29/2020,828245389,5071,$699.12,$563.58,$3545237.52,$2857914.18,$687323.34
1167,North America,Botswana,Cereal,Offline,M,7/12/2016,578725707,6652,$201.4,$114.66,$1339712.8,$762718.32,$576994.48
1168,Europe,Romania,Snacks,Online,C,1/11/2016,653920686,8517,$141.5,$90.37,$1205155.5,$769681.29,$435474.21
1169,Europe,Sweden,Fruits,Online,M,1/10/2021,994504153,4734,$9.73,$7.21,$46061.82,$34132.14,$11929.68
1170,Asia,Laos,Household,Online,C,10/28/2019,261462438,1400,$675.75,$508.17,$946050.0,$711438.0,$234612.0
1171,North America,Mauritius ,Household,Online,M,4/15/2016,786094367,1647,$725.57,$545.63,$1195013.79,$898652.61,$296361.18
1172,Europe,Czech Republic,Meat,Offline,M,5/9/2021,920011270,634,$418.24,$361.54,$265164.16,$229216.36,$35947.8
1173,Sub-Saharan Africa,Mexico,Vegetables,Offline,C,12/9/2018,885136973,555,$151.37,$89.34,$84010.35,$49583.7,$34426.65
1174,Europe,Bosnia and Herzegovina,Vegetables,Online,M,11/25/2019,523707807,5633,$158.59,$93.61,$893337.47,$527305.13,$366032.34
1175,North America,Sao Tome and Principe,Household,Offline,M,8/24/2017,648272597,7122,$718.44,$540.27,$5116729.68,$3847802.94,$1268926.74
1176,Europe,Belgium,Fruits,Online,L,10/17/2019,791692674,8310,$9.06,$6.72,$75288.6,$55843.2,$19445.4
1177,Middle East and North Africa,Bahrain,Baby Food,Offline,M,2/5/2016,557141864,9513,$250.04,$156.15,$2378630.52,$1485454.95,$893175.57
1178,North America,Senegal,Household,Online,M,2/6/2020,968106496,3080,$660.77,$496.9,$2035171.6,$1530452.0,$504719.6
1179,Middle East and North Africa,Bahrain,Fruits,Offline,M,11/22/2019,418385398,8392,$9.06,$6.72,$76031.52,$56394.24,$19637.28
1180,North America,Kenya,Fruits,Online,C,10/14/2019,522089898,6858,$9.06,$6.72,$62133.48,$46085.76,$16047.72
1181,North America,Guinea-Bissau,Vegetables,Online,L,5/14/2023,263643825,6921,$141.08,$83.27,$976414.68,$576311.67,$400103.01
1182,Asia,Tajikistan,Baby Food,Offline,C,9/16/2019,947783505,9056,$279.84,$174.76,$2534231.04,$1582626.56,$951604.48
1183,Middle East and North Africa,Egypt,Household,Offline,L,4/26/2022,349557769,767,$685.69,$515.64,$525924.23,$395495.88,$130428.35
1184,Middle East and North Africa,Iran,Clothes,Offline,H,8/14/2022,364327943,1589,$112.02,$36.74,$177999.78,$58379.86,$119619.92
1185,North America,Kenya,Personal Care,Online,M,11/18/2018,257767856,8092,$83.41,$57.84,$674953.72,$468041.28,$206912.44
1186,Europe,Sweden,Vegetables,Online,C,1/7/2018,715863835,8872,$151.37,$89.34,$1342954.64,$792624.48,$550330.16
1187,Europe,Albania,Cosmetics,Offline,C,8/23/2016,694914710,9560,$447.9,$269.77,$4281924.0,$2579001.2,$1702922.8
1188,North America,Togo,Baby Food,Offline,M,1/4/2020,571531808,7818,$236.58,$147.74,$1849582.44,$1155031.32,$694551.12
1189,Central America and the Caribbean,Dominica,Cereal,Online,C,1/31/2021,792638957,8336,$204.35,$116.34,$1703461.6,$969810.24,$733651.36
1190,Europe,Macedonia,Baby Food,Online,M,11/21/2023,525472486,7840,$271.86,$169.77,$2131382.4,$1330996.8,$800385.6
1191,North America,Sudan,Snacks,Offline,H,4/19/2017,807581222,85,$139.94,$89.37,$11894.9,$7596.45,$4298.45
1192,Europe,Georgia,Fruits,Online,L,10/28/2018,496826493,855,$8.73,$6.47,$7464.15,$5531.85,$1932.3
1193,Central America and the Caribbean,El Salvador,Snacks,Online,C,2/14/2018,321382129,2969,$163.56,$104.45,$485609.64,$310112.05,$175497.59
1194,Middle East and North Africa,United Arab Emirates,Fruits,Online,M,1/15/2021,629734456,1274,$9.73,$7.21,$12396.02,$9185.54,$3210.48
1195,Europe,Liechtenstein,Cereal,Online,L,1/1/2016,940682303,7652,$201.4,$114.66,$1541112.8,$877378.32,$663734.48
1196,Australia and Oceania,Marshall Islands,Personal Care,Offline,C,5/8/2018,393336999,6014,$83.41,$57.84,$501627.74,$347849.76,$153777.98
1197,Middle East and North Africa,Pakistan,Fruits,Offline,C,6/4/2018,897122371,7300,$8.73,$6.47,$63729.0,$47231.0,$16498.0
1198,Europe,Norway,Fruits,Offline,C,10/6/2020,381774747,4486,$9.38,$6.96,$42078.68,$31222.56,$10856.12
1199,Middle East and North Africa,Saudi Arabia,Baby Food,Online,M,8/14/2019,447342956,7576,$279.84,$174.76,$2120067.84,$1323981.76,$796086.08
1200,Asia,Maldives,Vegetables,Online,M,11/18/2017,514188325,8607,$157.9,$93.19,$1359045.3,$802086.33,$556958.97
1201,North America,Sierra Leone,Meat,Online,H,4/14/2021,972984683,6644,$418.24,$361.54,$2778786.56,$2402071.76,$376714.8
1202,Europe,Ireland,Vegetables,Online,H,12/2/2023,934718358,2789,$141.08,$83.27,$393472.12,$232240.03,$161232.09
1203,North America,Madagascar,Snacks,Offline,M,11/12/2019,480688178,5169,$154.99,$98.98,$801143.31,$511627.62,$289515.69
1204,Middle East and North Africa,Bahrain,Household,Online,C,9/13/2016,212505471,3946,$725.57,$545.63,$2863099.22,$2153055.98,$710043.24
1205,Australia and Oceania,Marshall Islands,Clothes,Online,M,11/5/2016,802094066,6313,$107.69,$35.32,$679846.97,$222975.16,$456871.81
1206,Europe,Romania,Meat,Offline,C,3/23/2018,741690289,1494,$391.97,$338.82,$585603.18,$506197.08,$79406.1
1207,Europe,Serbia,Clothes,Offline,L,1/12/2016,393842971,5742,$107.69,$35.32,$618355.98,$202807.44,$415548.54
1208,Central America and the Caribbean,Grenada,Snacks,Online,M,9/4/2023,641413438,7345,$167.26,$106.82,$1228524.7,$784592.9,$443931.8
1209,North America,Rwanda,Cosmetics,Offline,M,2/13/2023,637575519,1619,$399.45,$240.59,$646709.55,$389515.21,$257194.34
1210,Asia,Taiwan,Cosmetics,Offline,M,7/18/2016,955815541,5914,$447.9,$269.77,$2648880.6,$1595419.78,$1053460.82
1211,North America,Chad,Cereal,Online,H,7/21/2022,439932334,4609,$213.22,$121.39,$982730.98,$559486.51,$423244.47
1212,North America,Malawi,Baby Food,Offline,H,12/12/2016,254037225,4115,$250.04,$156.15,$1028914.6,$642557.25,$386357.35
1213,Australia and Oceania,Tonga,Cosmetics,Online,M,3/31/2020,732554042,7875,$444.24,$267.57,$3498390.0,$2107113.75,$1391276.25
1214,North America,Democratic Republic of the Congo,Office Supplies,Online,M,3/3/2016,930219113,1362,$641.44,$517.08,$873641.28,$704262.96,$169378.32
1215,North America,Sierra Leone,Beverages,Online,H,1/1/2016,872081267,7081,$43.95,$29.44,$311209.95,$208464.64,$102745.31
1216,Middle East and North Africa,Iran,Office Supplies,Offline,H,12/16/2016,203501832,9569,$641.44,$517.08,$6137939.36,$4947938.52,$1190000.84
1217,North America,Guinea-Bissau,Clothes,Online,L,2/3/2023,440154635,393,$119.17,$39.08,$46833.81,$15358.44,$31475.37
1218,North America,Chad,Personal Care,Online,M,5/21/2016,918026006,3151,$82.74,$57.37,$260713.74,$180772.87,$79940.87
1219,Europe,Ireland,Household,Offline,H,5/21/2018,143414771,8473,$713.1,$536.25,$6042096.3,$4543646.25,$1498450.05
1220,Asia,Taiwan,Vegetables,Offline,M,12/28/2020,742932260,9020,$167.61,$98.93,$1511842.2,$892348.6,$619493.6
1221,Central America and the Caribbean,Haiti,Vegetables,Offline,L,12/10/2022,913502299,4485,$147.2,$86.88,$660192.0,$389656.8,$270535.2
1222,Europe,Portugal,Snacks,Offline,C,6/26/2016,272361218,6592,$141.5,$90.37,$932768.0,$595719.04,$337048.96
1223,Central America and the Caribbean,Saint Lucia,Vegetables,Offline,C,6/4/2023,307057845,4095,$141.08,$83.27,$577722.6,$340990.65,$236731.95
1224,Asia,Japan,Beverages,Online,C,10/7/2020,325453507,7780,$48.74,$32.65,$379197.2,$254017.0,$125180.2
1225,North America,Zambia,Baby Food,Online,L,7/10/2017,605722033,5465,$235.67,$147.18,$1287936.55,$804338.7,$483597.85
1226,Europe,Lithuania,Vegetables,Online,M,5/1/2021,146349751,6999,$143.22,$84.53,$1002396.78,$591625.47,$410771.31
1227,Asia,Malaysia,Fruits,Online,C,10/30/2016,716135489,9260,$8.62,$6.39,$79821.2,$59171.4,$20649.8
1228,Europe,Georgia,Meat,Offline,C,2/22/2021,104190576,1162,$418.24,$361.54,$485994.88,$420109.48,$65885.4
1229,Asia,Laos,Baby Food,Offline,M,4/4/2019,669938838,8645,$279.84,$174.76,$2419216.8,$1510800.2,$908416.6
1230,Australia and Oceania,Kiribati,Office Supplies,Offline,L,1/26/2023,793116605,9683,$618.24,$498.38,$5986417.92,$4825813.54,$1160604.38
1231,Asia,Laos,Household,Offline,M,1/15/2019,723772704,9282,$675.75,$508.17,$6272311.5,$4716833.94,$1555477.56
1232,Europe,Poland,Cereal,Online,C,11/6/2019,332268464,4477,$197.33,$112.34,$883446.41,$502946.18,$380500.23
1233,Europe,Spain,Meat,Online,M,11/15/2019,459277713,9336,$394.44,$340.96,$3682491.84,$3183202.56,$499289.28
1234,Europe,Romania,Fruits,Offline,L,7/24/2016,665786778,9958,$8.62,$6.39,$85837.96,$63631.62,$22206.34
1235,Asia,Indonesia,Household,Online,M,10/10/2019,583094489,9472,$675.75,$508.17,$6400704.0,$4813386.24,$1587317.76
1236,North America,Ghana,Cereal,Offline,M,9/27/2017,362812173,3039,$200.77,$114.3,$610140.03,$347357.7,$262782.33
1237,Central America and the Caribbean,Grenada,Snacks,Online,C,8/28/2018,226863658,2853,$163.56,$104.45,$466636.68,$297995.85,$168640.83
1238,Europe,Latvia,Baby Food,Online,L,9/1/2016,917485272,3136,$250.04,$156.15,$784125.44,$489686.4,$294439.04
1239,Europe,Ireland,Personal Care,Offline,L,4/28/2018,547225844,5143,$83.41,$57.84,$428977.63,$297471.12,$131506.51
1240,North America,Botswana,Household,Offline,M,2/6/2016,448946702,2161,$725.57,$545.63,$1567956.77,$1179106.43,$388850.34
1241,North America,Liberia,Cosmetics,Online,H,6/21/2022,225821673,4506,$465.35,$280.28,$2096867.1,$1262941.68,$833925.42
1242,Asia,Uzbekistan,Beverages,Online,L,9/6/2020,901337087,4529,$48.74,$32.65,$220743.46,$147871.85,$72871.61
1243,Europe,Switzerland,Household,Offline,L,7/19/2023,869291770,1607,$632.31,$475.5,$1016122.17,$764128.5,$251993.67
1244,Central America and the Caribbean,El Salvador,Baby Food,Offline,L,10/20/2023,843797051,7153,$271.86,$169.77,$1944614.58,$1214364.81,$730249.77
1245,Europe,Romania,Clothes,Offline,L,1/12/2021,709276759,9610,$111.52,$36.58,$1071707.2,$351533.8,$720173.4
1246,Asia,Nepal,Fruits,Online,M,4/27/2020,870467221,9449,$9.38,$6.96,$88631.62,$65765.04,$22866.58
1247,North America,Niger,Baby Food,Online,M,3/1/2023,902417266,4178,$271.86,$169.77,$1135831.08,$709299.06,$426532.02
1248,Australia and Oceania,Kiribati,Office Supplies,Offline,M,12/26/2018,900488221,3330,$601.4,$484.81,$2002662.0,$1614417.3,$388244.7
1249,Asia,Indonesia,Clothes,Online,H,8/19/2019,130353915,3475,$107.81,$35.36,$374639.75,$122876.0,$251763.75
1250,North America,Botswana,Cosmetics,Offline,H,6/11/2022,178000676,3210,$465.35,$280.28,$1493773.5,$899698.8,$594074.7
1251,North America,Gabon,Beverages,Online,L,6/18/2016,899727332,8166,$43.95,$29.44,$358895.7,$240407.04,$118488.66
1252,Asia,Philippines,Baby Food,Offline,C,2/1/2022,872145211,6004,$257.74,$160.95,$1547470.96,$966343.8,$581127.16
1253,North America,Zambia,Office Supplies,Online,C,2/18/2019,542178142,1415,$640.48,$516.31,$906279.2,$730578.65,$175700.55
1254,Europe,Albania,Beverages,Online,C,10/9/2018,877062451,1124,$51.81,$34.71,$58234.44,$39014.04,$19220.4
1255,North America,Burkina Faso,Personal Care,Offline,M,11/18/2023,214346969,8886,$88.17,$61.14,$783478.62,$543290.04,$240188.58
1256,Europe,Slovenia,Baby Food,Online,L,10/28/2022,111893022,486,$257.74,$160.95,$125261.64,$78221.7,$47039.94
1257,Europe,Slovakia,Beverages,Online,M,10/29/2020,397874438,8743,$48.74,$32.65,$426133.82,$285458.95,$140674.87
1258,Europe,Bulgaria,Clothes,Offline,C,3/2/2016,520777547,8504,$107.69,$35.32,$915795.76,$300361.28,$615434.48
1259,Asia,Brunei,Fruits,Offline,C,7/24/2023,899401175,1649,$9.76,$7.24,$16094.24,$11938.76,$4155.48
1260,Europe,Vatican City,Household,Online,C,6/27/2020,672856652,2091,$660.77,$496.9,$1381670.07,$1039017.9,$342652.17
1261,Middle East and North Africa,Iraq,Meat,Offline,L,6/4/2016,850567805,770,$452.67,$391.29,$348555.9,$301293.3,$47262.6
1262,Middle East and North Africa,Jordan,Snacks,Online,L,6/29/2023,262270963,661,$167.26,$106.82,$110558.86,$70608.02,$39950.84
1263,Middle East and North Africa,Bahrain,Cereal,Offline,H,5/14/2022,508014953,1769,$213.22,$121.39,$377186.18,$214738.91,$162447.27
1264,Central America and the Caribbean,Grenada,Fruits,Offline,C,12/9/2023,108161103,6129,$9.76,$7.24,$59819.04,$44373.96,$15445.08
1265,Europe,Kosovo,Office Supplies,Online,L,5/15/2020,353383243,2809,$699.12,$563.58,$1963828.08,$1583096.22,$380731.86
1266,Europe,Croatia,Office Supplies,Offline,L,11/21/2018,354667699,2908,$601.4,$484.81,$1748871.2,$1409827.48,$339043.72
1267,Sub-Saharan Africa,Greenland,Vegetables,Offline,C,1/7/2016,193313300,4556,$148.02,$87.37,$674379.12,$398057.72,$276321.4
1268,Asia,Thailand,Beverages,Online,M,11/22/2018,470931375,7914,$51.81,$34.71,$410024.34,$274694.94,$135329.4
1269,Sub-Saharan Africa,Canada,Snacks,Offline,M,10/19/2016,959445750,173,$141.5,$90.37,$24479.5,$15634.01,$8845.49
1270,Asia,Nepal,Clothes,Online,C,10/19/2022,151092755,559,$112.02,$36.74,$62619.18,$20537.66,$42081.52
1271,Sub-Saharan Africa,Mexico,Fruits,Online,L,12/12/2016,208421218,5325,$8.62,$6.39,$45901.5,$34026.75,$11874.75
1272,Europe,Switzerland,Snacks,Online,L,3/20/2018,214292466,2758,$163.56,$104.45,$451098.48,$288073.1,$163025.38
1273,Asia,Bangladesh,Baby Food,Online,L,2/26/2020,221880328,8175,$236.58,$147.74,$1934041.5,$1207774.5,$726267.0
1274,Australia and Oceania,East Timor,Beverages,Online,H,5/13/2017,804671132,8924,$45.51,$30.49,$406131.24,$272092.76,$134038.48
1275,Central America and the Caribbean,Cuba,Cereal,Online,H,11/14/2016,806463706,9387,$201.4,$114.66,$1890541.8,$1076313.42,$814228.38
1276,Middle East and North Africa,Algeria,Vegetables,Offline,M,3/14/2019,491369378,5973,$158.59,$93.61,$947258.07,$559132.53,$388125.54
1277,Middle East and North Africa,Morocco,Cosmetics,Online,C,2/25/2022,193811976,2126,$465.35,$280.28,$989334.1,$595875.28,$393458.82
1278,Middle East and North Africa,Qatar,Vegetables,Offline,L,1/6/2017,768527829,3318,$157.9,$93.19,$523912.2,$309204.42,$214707.78
1279,Asia,Kyrgyzstan,Beverages,Online,M,8/27/2022,440565764,2055,$48.07,$32.2,$98783.85,$66171.0,$32612.85
1280,Europe,Portugal,Household,Offline,H,2/18/2023,655287110,2873,$632.31,$475.5,$1816626.63,$1366111.5,$450515.13
1281,Central America and the Caribbean,Barbados,Meat,Online,H,1/30/2022,228365695,7339,$397.98,$344.02,$2920775.22,$2524762.78,$396012.44
1282,Europe,Liechtenstein,Baby Food,Online,H,1/18/2023,295787847,9052,$271.86,$169.77,$2460876.72,$1536758.04,$924118.68
1283,Europe,Kosovo,Baby Food,Offline,L,6/10/2018,263852393,8641,$262.74,$164.08,$2270336.34,$1417815.28,$852521.06
1284,North America,Rwanda,Beverages,Offline,M,4/20/2021,959170663,8769,$49.88,$33.42,$437397.72,$293059.98,$144337.74
1285,Europe,Russia,Fruits,Offline,H,3/24/2019,578666484,9127,$9.06,$6.72,$82690.62,$61333.44,$21357.18
1286,North America,Sao Tome and Principe,Vegetables,Online,H,3/7/2023,539576184,1438,$141.08,$83.27,$202873.04,$119742.26,$83130.78
